"","id","pokemon","id_especie","altura","peso","exp_base","tipo_1","tipo_2","hp","ataque","defesa","ataque_especial","defesa_especial","velocidade","cor_1","cor_2","cor_final","grupo_ovo_1","grupo_ovo_2","url_icone","url_imagem","id_geracao"
"818",10016,"basculin-blue-striped",550,0.1,1.8,161,"água",NA,70,92,65,80,55,98,"#6890F0",NA,NA,"water2",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10016.png",NA
"819",10017,"darmanitan-zen",555,0.13,9.29,189,"fogo","psíquico",105,30,105,140,105,55,"#F08030","#F85888","#F17645","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10017.png",NA
"820",10018,"meloetta-pirouette",648,0.06,0.65,270,"normal","lutador",100,128,90,77,77,128,"#A8A878","#C03028","#AD8A64","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10018.png",NA
"821",10019,"tornadus-therian",641,0.14,6.3,261,"voador",NA,79,100,80,110,90,121,"#A890F0",NA,NA,"no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10019.png",NA
"822",10020,"thundurus-therian",642,0.3,6.1,261,"elétrico","voador",79,105,70,145,80,101,"#F8D030","#A890F0","#E4C05E","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10020.png",NA
"823",10021,"landorus-therian",645,0.13,6.8,270,"terrestre","voador",89,145,90,105,80,91,"#E0C068","#A890F0","#D2B488","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10021.png",NA
"824",10022,"kyurem-black",646,0.33,32.5,315,"dragão","gelo",125,170,100,120,90,95,"#7038F8","#98D8D8","#795EF0","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10022.png",NA
"825",10023,"kyurem-white",646,0.36,32.5,315,"dragão","gelo",125,120,90,170,100,95,"#7038F8","#98D8D8","#795EF0","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10023.png",NA
"826",10024,"keldeo-resolute",647,0.14,4.85,261,"água","lutador",91,72,90,129,90,108,"#6890F0","#C03028","#7D78BF","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10024.png",NA
"827",10025,"meowstic-female",678,0.06,0.85,163,"psíquico",NA,74,48,76,83,81,104,"#F85888",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10025.png",NA
"828",10026,"aegislash-blade",681,0.17,5.3,234,"aço","fantasma",60,150,50,150,50,60,"#B8B8D0","#705898","#A6A0C2","mineral",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10026.png",NA
"829",10027,"pumpkaboo-small",710,0.03,0.35,67,"fantasma","grama",44,66,70,44,55,56,"#705898","#78C850","#717386","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10027.png",NA
"830",10028,"pumpkaboo-large",710,0.05,0.75,67,"fantasma","grama",54,66,70,44,55,46,"#705898","#78C850","#717386","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10028.png",NA
"831",10029,"pumpkaboo-super",710,0.08,1.5,67,"fantasma","grama",59,66,70,44,55,41,"#705898","#78C850","#717386","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10029.png",NA
"832",10030,"gourgeist-small",711,0.07,0.95,173,"fantasma","grama",55,85,122,58,75,99,"#705898","#78C850","#717386","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10030.png",NA
"833",10031,"gourgeist-large",711,0.11,1.4,173,"fantasma","grama",75,95,122,58,75,69,"#705898","#78C850","#717386","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10031.png",NA
"834",10032,"gourgeist-super",711,0.17,3.9,173,"fantasma","grama",85,100,122,58,75,54,"#705898","#78C850","#717386","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10032.png",NA
"835",10033,"venusaur-mega",3,0.24,15.55,281,"grama","venenoso",80,100,123,122,120,80,"#78C850","#A040A0","#81A763","monster","plant",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10033.png",NA
"836",10034,"charizard-mega-x",6,0.17,11.05,285,"fogo","dragão",78,130,111,130,85,100,"#F08030","#7038F8","#D06E60","monster","dragon",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10034.png",NA
"837",10035,"charizard-mega-y",6,0.17,10.05,285,"fogo","voador",78,104,78,159,115,100,"#F08030","#A890F0","#DE835E","monster","dragon",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10035.png",NA
"838",10036,"blastoise-mega",9,0.16,10.11,284,"água",NA,79,103,120,135,115,78,"#6890F0",NA,NA,"monster","water1",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10036.png",NA
"839",10037,"alakazam-mega",65,0.12,4.8,270,"psíquico",NA,55,50,65,175,105,150,"#F85888",NA,NA,"humanshape",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10037.png",NA
"840",10038,"gengar-mega",94,0.14,4.05,270,"fantasma","venenoso",60,65,80,170,95,130,"#705898","#A040A0","#7B5299","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10038.png",NA
"841",10039,"kangaskhan-mega",115,0.22,10,207,"normal",NA,105,125,100,60,100,100,"#A8A878",NA,NA,"monster",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10039.png",NA
"842",10040,"pinsir-mega",127,0.17,5.9,210,"inseto","voador",65,155,120,65,90,105,"#A8B820","#A890F0","#A8AE52","bug",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10040.png",NA
"843",10041,"gyarados-mega",130,0.65,30.5,224,"água","sombrio",95,155,109,70,130,81,"#6890F0","#705848","#6982C7","water2","dragon",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10041.png",NA
"844",10042,"aerodactyl-mega",142,0.21,7.9,215,"pedra","voador",80,135,85,70,95,150,"#B8A038","#A890F0","#B49C64","flying",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10042.png",NA
"845",10043,"mewtwo-mega-x",150,0.23,12.7,351,"psíquico","lutador",106,190,100,154,100,130,"#F85888","#C03028","#EA4E70","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10043.png",NA
"846",10044,"mewtwo-mega-y",150,0.15,3.3,351,"psíquico",NA,106,150,70,194,120,140,"#F85888",NA,NA,"no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10044.png",NA
"847",10045,"ampharos-mega",181,0.14,6.15,275,"elétrico","dragão",90,95,105,165,110,45,"#F8D030","#7038F8","#D7AB60","monster","ground",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10045.png",NA
"848",10046,"scizor-mega",212,0.2,12.5,210,"inseto","aço",70,150,140,65,100,75,"#A8B820","#B8B8D0","#ABB84A","bug",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10046.png",NA
"849",10047,"heracross-mega",214,0.17,6.25,210,"inseto","lutador",80,185,115,40,105,75,"#A8B820","#C03028","#AD9721","bug",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10047.png",NA
"850",10048,"houndoom-mega",229,0.19,4.95,210,"sombrio","fogo",75,90,90,140,90,115,"#705848","#F08030","#8F6142","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10048.png",NA
"851",10049,"tyranitar-mega",248,0.25,25.5,315,"pedra","sombrio",100,164,150,95,120,71,"#B8A038","#705848","#A68E3B","monster",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10049.png",NA
"852",10050,"blaziken-mega",257,0.19,5.2,284,"fogo","lutador",80,160,80,130,80,100,"#F08030","#C03028","#E46C2E","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10050.png",NA
"853",10051,"gardevoir-mega",282,0.16,4.84,278,"psíquico","fada",68,85,65,165,135,100,"#F85888","#EE99AC","#F56790","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10051.png",NA
"854",10052,"mawile-mega",303,0.1,2.35,168,"aço","fada",50,105,125,55,95,50,"#B8B8D0","#EE99AC","#C5B0C7","ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10052.png",NA
"855",10053,"aggron-mega",306,0.22,39.5,284,"aço",NA,70,140,230,60,80,50,"#B8B8D0",NA,NA,"monster",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10053.png",NA
"856",10054,"medicham-mega",308,0.13,3.15,179,"lutador","psíquico",60,100,85,80,85,100,"#C03028","#F85888","#CD393F","humanshape",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10054.png",NA
"857",10055,"manectric-mega",310,0.18,4.4,201,"elétrico",NA,70,75,80,135,80,135,"#F8D030",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10055.png",NA
"858",10056,"banette-mega",354,0.12,1.3,194,"fantasma",NA,64,165,75,93,83,75,"#705898",NA,NA,"indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10056.png",NA
"859",10057,"absol-mega",359,0.12,4.9,198,"sombrio",NA,65,150,60,115,60,115,"#705848",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10057.png",NA
"860",10058,"garchomp-mega",445,0.19,9.5,315,"dragão","terrestre",108,170,115,120,95,92,"#7038F8","#E0C068","#8B58D5","monster","dragon",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10058.png",NA
"861",10059,"lucario-mega",448,0.13,5.75,219,"lutador","aço",70,145,88,140,70,112,"#C03028","#B8B8D0","#BE5050","ground","humanshape",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10059.png",NA
"862",10060,"abomasnow-mega",460,0.27,18.5,208,"grama","gelo",90,132,105,132,105,30,"#78C850","#98D8D8","#7FCB70","monster","plant",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10060.png",NA
"863",10061,"floette-eternal",670,0.02,0.09,243,"fada",NA,74,65,67,125,128,92,"#EE99AC",NA,NA,"fairy",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10061.png",NA
"864",10062,"latias-mega",380,0.18,5.2,315,"dragão","psíquico",80,100,120,140,150,110,"#7038F8","#F85888","#903FDC","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10062.png",NA
"865",10063,"latios-mega",381,0.23,7,315,"dragão","psíquico",80,130,100,160,120,110,"#7038F8","#F85888","#903FDC","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10063.png",NA
"866",10064,"swampert-mega",260,0.19,10.2,286,"água","terrestre",100,150,110,95,110,70,"#6890F0","#E0C068","#859BCF","monster","water1",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10064.png",NA
"867",10065,"sceptile-mega",254,0.19,5.52,284,"grama","dragão",70,110,75,145,85,145,"#78C850","#7038F8","#76A578","monster","dragon",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10065.png",NA
"868",10066,"sableye-mega",302,0.05,16.1,168,"sombrio","fantasma",50,85,125,85,115,20,"#705848","#705898","#70585B","humanshape",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10066.png",NA
"869",10067,"altaria-mega",334,0.15,2.06,207,"dragão","fada",75,110,110,110,105,80,"#7038F8","#EE99AC","#8E4FE5","flying","dragon",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10067.png",NA
"870",10068,"gallade-mega",475,0.16,5.64,278,"psíquico","lutador",68,165,95,65,115,110,"#F85888","#C03028","#EA4E70","indeterminate",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10068.png",NA
"871",10069,"audino-mega",531,0.15,3.2,425,"normal","fada",103,60,126,80,126,50,"#A8A878","#EE99AC","#B8A484","fairy",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10069.png",NA
"872",10070,"sharpedo-mega",319,0.25,13.03,196,"água","sombrio",70,140,70,110,65,105,"#6890F0","#705848","#6982C7","water2",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10070.png",NA
"873",10071,"slowbro-mega",80,0.2,12,207,"água","psíquico",95,75,180,130,80,30,"#6890F0","#F85888","#8A82D6","monster","water1",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10071.png",NA
"874",10072,"steelix-mega",208,1.05,74,214,"aço","terrestre",75,125,230,55,95,30,"#B8B8D0","#E0C068","#C1B9B6","mineral",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10072.png",NA
"875",10073,"pidgeot-mega",18,0.22,5.05,261,"normal","voador",83,80,80,135,80,121,"#A8A878","#A890F0","#A8A295","flying",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10073.png",NA
"876",10074,"glalie-mega",362,0.21,35.02,203,"gelo",NA,80,120,80,120,80,100,"#98D8D8",NA,NA,"fairy","mineral",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10074.png",NA
"877",10075,"diancie-mega",719,0.11,2.78,315,"pedra","fada",50,160,110,160,110,110,"#B8A038","#EE99AC","#C59E54","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10075.png",NA
"878",10076,"metagross-mega",376,0.25,94.29,315,"aço","psíquico",80,145,150,105,110,110,"#B8B8D0","#F85888","#C7A0BE","mineral",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10076.png",NA
"879",10077,"kyogre-primal",382,0.98,43,347,"água",NA,100,150,90,180,160,90,"#6890F0",NA,NA,"no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10077.png",NA
"880",10078,"groudon-primal",383,0.5,99.97,347,"terrestre","fogo",100,180,160,150,90,90,"#E0C068","#F08030","#E3B05A","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10078.png",NA
"881",10079,"rayquaza-mega",384,1.08,39.2,351,"dragão","voador",105,180,100,180,100,115,"#7038F8","#A890F0","#7D4DF6","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10079.png",NA
"882",10080,"pikachu-rock-star",25,0.04,0.6,112,"elétrico",NA,35,55,40,50,50,90,"#F8D030",NA,NA,"ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10080.png",NA
"883",10081,"pikachu-belle",25,0.04,0.6,112,"elétrico",NA,35,55,40,50,50,90,"#F8D030",NA,NA,"ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10081.png",NA
"884",10082,"pikachu-pop-star",25,0.04,0.6,112,"elétrico",NA,35,55,40,50,50,90,"#F8D030",NA,NA,"ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10082.png",NA
"885",10083,"pikachu-phd",25,0.04,0.6,112,"elétrico",NA,35,55,40,50,50,90,"#F8D030",NA,NA,"ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10083.png",NA
"886",10084,"pikachu-libre",25,0.04,0.6,112,"elétrico",NA,35,55,40,50,50,90,"#F8D030",NA,NA,"ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10084.png",NA
"887",10085,"pikachu-cosplay",25,0.04,0.6,112,"elétrico",NA,35,55,40,50,50,90,"#F8D030",NA,NA,"ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10085.png",NA
"888",10086,"hoopa-unbound",720,0.65,49,306,"psíquico","sombrio",80,160,60,170,130,80,"#F85888","#705848","#D75878","no-eggs",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10086.png",NA
"889",10087,"camerupt-mega",323,0.25,32.05,196,"fogo","terrestre",70,120,100,145,105,20,"#F08030","#E0C068","#EC8F3D","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10087.png",NA
"890",10088,"lopunny-mega",428,0.13,2.83,203,"normal","lutador",65,136,94,54,96,135,"#A8A878","#C03028","#AD8A64","ground","humanshape",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10088.png",NA
"891",10089,"salamence-mega",373,0.18,11.26,315,"dragão","voador",95,145,130,120,90,120,"#7038F8","#A890F0","#7D4DF6","dragon",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10089.png",NA
"892",10090,"beedrill-mega",15,0.14,4.05,223,"inseto","venenoso",65,150,40,15,80,145,"#A8B820","#A040A0","#A69A3F","bug",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10090.png",NA
"893",10091,"rattata-alola",19,0.03,0.38,51,"sombrio","normal",30,56,35,25,35,72,"#705848","#A8A878","#7D6B53","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10091.png",NA
"894",10092,"raticate-alola",20,0.07,2.55,145,"sombrio","normal",75,71,70,40,80,77,"#705848","#A8A878","#7D6B53","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10092.png",NA
"895",10093,"raticate-totem-alola",20,0.14,10.5,145,"sombrio","normal",75,71,70,40,80,77,"#705848","#A8A878","#7D6B53","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10093.png",NA
"896",10094,"pikachu-original-cap",25,0.04,0.6,112,"elétrico",NA,35,55,40,50,50,90,"#F8D030",NA,NA,"ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10094.png",NA
"897",10095,"pikachu-hoenn-cap",25,0.04,0.6,112,"elétrico",NA,35,55,40,50,50,90,"#F8D030",NA,NA,"ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10095.png",NA
"898",10096,"pikachu-sinnoh-cap",25,0.04,0.6,112,"elétrico",NA,35,55,40,50,50,90,"#F8D030",NA,NA,"ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10096.png",NA
"899",10097,"pikachu-unova-cap",25,0.04,0.6,112,"elétrico",NA,35,55,40,50,50,90,"#F8D030",NA,NA,"ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10097.png",NA
"900",10098,"pikachu-kalos-cap",25,0.04,0.6,112,"elétrico",NA,35,55,40,50,50,90,"#F8D030",NA,NA,"ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10098.png",NA
"901",10099,"pikachu-alola-cap",25,0.04,0.6,112,"elétrico",NA,35,55,40,50,50,90,"#F8D030",NA,NA,"ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10099.png",NA
"902",10100,"raichu-alola",26,0.07,2.1,218,"elétrico","psíquico",60,85,50,95,85,110,"#F8D030","#F85888","#F8B245","ground","fairy",NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10100.png",NA
"903",10101,"sandshrew-alola",27,0.07,4,60,"gelo","aço",50,75,90,10,35,40,"#98D8D8","#B8B8D0","#9FD0D6","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10101.png",NA
"904",10102,"sandslash-alola",28,0.12,5.5,158,"gelo","aço",75,100,120,25,65,65,"#98D8D8","#B8B8D0","#9FD0D6","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10102.png",NA
"905",10103,"vulpix-alola",37,0.06,0.99,60,"gelo",NA,38,41,40,50,65,65,"#98D8D8",NA,NA,"ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10103.png",NA
"906",10104,"ninetales-alola",38,0.11,1.99,177,"gelo","fada",73,67,75,81,100,109,"#98D8D8","#EE99AC","#ACC8CD","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10104.png",NA
"907",10105,"diglett-alola",50,0.02,0.1,53,"terrestre","aço",10,55,30,35,45,90,"#E0C068","#B8B8D0","#D6BE81","ground",NA,NA,"https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10105.png",NA
